Entity,Code,Year,Life expectancy at birth (historical),GDP per capita,417485-annotations,Population (historical estimates),Continent
China,CHN,2011,75.9,10221,,1357095424,
China,CHN,2012,76.2,10680,,1366560768,
China,CHN,2013,76.5,11328,,1376100352,
China,CHN,2014,76.7,11944,,1385189632,
China,CHN,2015,77,12244,,1393715456,Asia
China,CHN,2016,77.2,12569,,1401889664,
China,CHN,2017,77.2,12733.932,,1410275968,
China,CHN,2018,77.7,13101.706,,1417069440,
China,CHN,2019,78,,,1421864064,
China,CHN,2020,78.1,,,1424929792,
China,CHN,2021,78.2,,,1425893504,
China,CHN,1000,,1225.107,,36589916,
China,CHN,1090,,1221.711,,,
China,CHN,1120,,1180.959,,,
China,CHN,1400,,1404.246,,71253000,
China,CHN,1410,,1414,,,
China,CHN,1420,,1412,,,
China,CHN,1430,,1498,,,
China,CHN,1440,,1458,,,
China,CHN,1450,,1375.38,,,
China,CHN,1460,,1324,,,
China,CHN,1470,,1341,,,
China,CHN,1480,,1242,,,
China,CHN,1490,,1189,,,
China,CHN,1500,,1207.278,,91259448,
China,CHN,1510,,1274,,,
China,CHN,1520,,1166,,,
China,CHN,1530,,1187,,,
China,CHN,1540,,1193,,,
China,CHN,1550,,1195,,,
China,CHN,1560,,1200,,,
China,CHN,1570,,1237.842,,,
China,CHN,1580,,1217,,,
China,CHN,1590,,1217,,,
China,CHN,1600,,1217.466,,98053896,
China,CHN,1610,,1282,,,
China,CHN,1620,,1262,,,
China,CHN,1661,,1330,,,
China,CHN,1685,,1280,,,
China,CHN,1690,,1413,,,
China,CHN,1700,,1542.633,,99429248,
China,CHN,1710,,1406,,104046304,
China,CHN,1720,,1312,,119498000,
China,CHN,1724,,1170,,,
China,CHN,1730,,1234,,127053448,
China,CHN,1740,,1158,,142975504,
China,CHN,1750,,1061.25,,178327216,
China,CHN,1760,,1022,,197045536,
China,CHN,1766,,991,,,
China,CHN,1770,,998,,220129392,
China,CHN,1780,,981,,275682144,
China,CHN,1790,,955,,298722912,
China,CHN,1800,,926.259,,330000000,
China,CHN,1810,,901,,346787806,
China,CHN,1820,,882,,380427133,
China,CHN,1830,,846,,407449420,
China,CHN,1840,,849,,411819451,
China,CHN,1850,,858,,409821554,
China,CHN,1870,,945,,360232792,
China,CHN,1887,,912,,377377794,
China,CHN,1890,,964,,381553421,
China,CHN,1900,,972,,401579661,
China,CHN,1911,,905,,430066435,
China,CHN,1913,,985,,439199283,
China,CHN,1929,,1003,,489891377,
China,CHN,1931,,1015,,494548536,
China,CHN,1932,,1039,,497246541,
China,CHN,1933,,923,,500193876,
China,CHN,1935,,1007,,506141059,
China,CHN,1937,,1034,,512158952,
China,CHN,1938,,1003,,515194677,
China,CHN,-10000,,,,217313,
China,CHN,-9000,,,,362188,
China,CHN,-8000,,,,603644,
China,CHN,-7000,,,,1006079,
China,CHN,-6000,,,,1676766,
China,CHN,-5000,,,,2794639,
China,CHN,-4000,,,,4657762,
China,CHN,-3000,,,,7762904,
China,CHN,-2000,,,,12938173,
China,CHN,-1000,,,,12941979,
China,CHN,0,,,,57713916,
China,CHN,100,,,,51165356,
China,CHN,200,,,,42951408,
China,CHN,300,,,,21788682,
China,CHN,400,,,,29856566,
China,CHN,500,,,,37067008,
China,CHN,600,,,,49946028,
China,CHN,700,,,,41452624,
China,CHN,800,,,,32554894,
China,CHN,900,,,,39416212,
China,CHN,1100,,,,90177440,
China,CHN,1200,,,,103064224,
China,CHN,1300,,,,79967880,
China,CHN,1801,,,,331538997,
China,CHN,1802,,,,333085172,
China,CHN,1803,,,,334638557,
China,CHN,1804,,,,336199187,
China,CHN,1805,,,,337767094,
China,CHN,1806,,,,339342314,
China,CHN,1807,,,,340924881,
China,CHN,1808,,,,342514827,
China,CHN,1809,,,,344112189,
China,CHN,1811,,,,349473695,
China,CHN,1812,,,,352535289,
China,CHN,1813,,,,355977887,
China,CHN,1814,,,,359454102,
China,CHN,1815,,,,362964264,
China,CHN,1816,,,,366508704,
China,CHN,1817,,,,370087755,
China,CHN,1818,,,,373701758,
China,CHN,1819,,,,377149238,
China,CHN,1821,,,,383532342,
China,CHN,1822,,,,386461720,
China,CHN,1823,,,,389212084,
China,CHN,1824,,,,391982022,
China,CHN,1825,,,,394771673,
China,CHN,1826,,,,397581178,
China,CHN,1827,,,,400410677,
China,CHN,1828,,,,403260312,
China,CHN,1829,,,,405607878,
China,CHN,1831,,,,408780953,
China,CHN,1832,,,,409598466,
China,CHN,1833,,,,409897918,
China,CHN,1834,,,,410197589,
China,CHN,1835,,,,410497479,
China,CHN,1836,,,,410797588,
China,CHN,1837,,,,411097916,
China,CHN,1838,,,,411398464,
China,CHN,1839,,,,411638991,
China,CHN,1841,,,,411939802,
China,CHN,1842,,,,412000000,
China,CHN,1843,,,,412000000,
China,CHN,1844,,,,412000000,
China,CHN,1845,,,,412000000,
China,CHN,1846,,,,412000000,
China,CHN,1847,,,,412000000,
China,CHN,1848,,,,412000000,
China,CHN,1849,,,,411271706,
China,CHN,1851,,,,407685621,
China,CHN,1852,,,,404840117,
China,CHN,1853,,,,401291154,
China,CHN,1854,,,,397773301,
China,CHN,1855,,,,394286284,
China,CHN,1856,,,,390829834,
China,CHN,1857,,,,387403681,
China,CHN,1858,,,,384007562,
China,CHN,1859,,,,380918916,
China,CHN,1860,,,,378133654,
China,CHN,1861,,,,375647734,
China,CHN,1862,,,,373457152,
China,CHN,1863,,,,371557949,
China,CHN,1864,,,,369668403,
China,CHN,1865,,,,367788464,
China,CHN,1866,,,,365918083,
China,CHN,1867,,,,364057212,
China,CHN,1868,,,,362205803,
China,CHN,1869,,,,360931425,
China,CHN,1871,,,,360108630,
China,CHN,1872,,,,360557676,
China,CHN,1873,,,,361578676,
China,CHN,1874,,,,362602566,
China,CHN,1875,,,,363629353,
China,CHN,1876,,,,364659045,
China,CHN,1877,,,,365691652,
China,CHN,1878,,,,366727181,
China,CHN,1879,,,,367799212,
China,CHN,1880,,,,368907964,
China,CHN,1881,,,,370053652,
China,CHN,1882,,,,371236494,
China,CHN,1883,,,,372456710,
China,CHN,1884,,,,373680935,
China,CHN,1885,,,,374909182,
China,CHN,1886,,,,376141464,
China,CHN,1888,,,,378618186,
China,CHN,1889,,,,380009637,
China,CHN,1891,,,,383250820,
China,CHN,1892,,,,385103123,
China,CHN,1893,,,,387111631,
China,CHN,1894,,,,389130612,
China,CHN,1895,,,,391160121,
China,CHN,1896,,,,393200213,
China,CHN,1897,,,,395250942,
China,CHN,1898,,,,397312365,
China,CHN,1899,,,,399421783,
China,CHN,1901,,,,403786465,
China,CHN,1902,,,,406042669,
China,CHN,1903,,,,408348748,
China,CHN,1904,,,,410667922,
China,CHN,1905,,,,413000265,
China,CHN,1906,,,,415345852,
China,CHN,1907,,,,417704759,
China,CHN,1908,,,,420077060,
China,CHN,1909,,,,422922872,
China,CHN,1910,,,,426250021,
China,CHN,1912,,,,434380144,
China,CHN,1914,,,,444071884,
China,CHN,1915,,,,448998541,
China,CHN,1916,,,,453979853,
China,CHN,1917,,,,459016426,
China,CHN,1918,,,,464075232,
China,CHN,1919,,,,468480579,
China,CHN,1920,,,,472222750,
China,CHN,1921,,,,475291915,
China,CHN,1922,,,,477678125,
China,CHN,1923,,,,479371311,
China,CHN,1924,,,,481070499,
China,CHN,1925,,,,482775710,
China,CHN,1926,,,,484486965,
China,CHN,1927,,,,486204286,
China,CHN,1928,,,,487927695,
China,CHN,1939,,,,518180790,
China,CHN,1940,,,,521116640,
China,CHN,1941,,,,524001569,
China,CHN,1943,,,,529616012,
China,CHN,1944,,,,532411789,
China,CHN,1945,,,,535222325,
China,CHN,1946,,,,538047697,
China,CHN,1947,,,,540887984,
China,CHN,1948,,,,543743264,
Christmas Island,CXR,2015,,,,,Asia
Cocos Islands,CCK,2015,,,,,Asia
Colombia,COL,1900,29,1089,,4089052,
Colombia,COL,1910,31,1242,,5024586,
Colombia,COL,1918,31.99,1535,,6089178,
Colombia,COL,1920,32,1707,,6388898,
Colombia,COL,1930,34,2350,,8089358,
Colombia,COL,1938,36.6,2938,,9154356,
Colombia,COL,1940,38,3021,,9479203,
Colombia,COL,1944,41.85,2970,,10357094,
Colombia,COL,1950,48.2,3432,,11769747,
Colombia,COL,1951,49.2,3427,,12087061,
Colombia,COL,1952,50.2,3529,,12419969,
Colombia,COL,1953,51.2,3629,,12767245,
Colombia,COL,1954,52.1,3759,,13130655,
Colombia,COL,1955,52.9,3783,,13512614,
Colombia,COL,1956,53.5,3811,,13911411,
Colombia,COL,1957,55,3826,,14329364,
Colombia,COL,1958,55.4,3798,,14760804,
Colombia,COL,1959,56.4,3942,,15211086,
Colombia,COL,1960,57.1,3980,,15687692,
Colombia,COL,1961,57.7,4049,,16182421,
Colombia,COL,1962,58.3,4135,,16691286,
Colombia,COL,1963,58.9,4140,,17210954,
Colombia,COL,1964,59.4,4264,,17739760,
Colombia,COL,1965,59.8,4286,,18275818,
Colombia,COL,1966,60.2,4383,,18811410,
Colombia,COL,1967,60.5,4438,,19343968,
Colombia,COL,1968,60.9,4581,,19872508,
Colombia,COL,1969,61.2,4744,,20392264,
Colombia,COL,1970,61.6,4932,,20905256,
Colombia,COL,1971,62.1,5091,,21405412,
Colombia,COL,1972,62.6,5348,,21898060,
Colombia,COL,1973,63.1,5577,,22396324,
Colombia,COL,1974,63.6,5767,,22897878,
Colombia,COL,1975,64.3,5772,,23403732,
Colombia,COL,1976,64.8,5918,,23913004,
Colombia,COL,1977,65.4,6046,,24443926,
Colombia,COL,1978,66,6443,,25003606,
Colombia,COL,1979,66.4,6658,,25579328,
Colombia,COL,1980,66.9,6786,,26176206,
Colombia,COL,1981,67.2,6782,,26785992,
Colombia,COL,1982,67.5,6698,,27405200,
Colombia,COL,1983,67.7,6655,,28042326,
Colombia,COL,1984,68,6741,,28689038,
Colombia,COL,1985,66.3,6809,,29326256,
Colombia,COL,1986,68.3,7071,,29960106,
Colombia,COL,1987,68.3,7296,,30603052,
Colombia,COL,1988,68.4,7442,,31256726,
Colombia,COL,1989,68.5,7533,,31923126,
Colombia,COL,1990,68.6,7693,,32601396,
Colombia,COL,1991,68.8,7713.022,,33272632,
Colombia,COL,1992,69,7888.1055,,33939044,
Colombia,COL,1993,69.3,8180.8706,,34614732,
Colombia,COL,1994,69.6,8447.857,,35295460,
Colombia,COL,1995,69.9,8735.883,,35970104,
Colombia,COL,1996,70.2,8770.583,,36632576,
Colombia,COL,1997,70.5,8952.473,,37291948,
Colombia,COL,1998,70.7,8863.262,,37944416,
Colombia,COL,1999,70.9,8382.14,,38585040,
Colombia,COL,2000,71.3,8496.792,,39215136,
Colombia,COL,2001,71.5,8528.033,,39837876,
Colombia,COL,2002,71.9,8630.542,,40454056,
Colombia,COL,2003,72.4,8855.218,,41057688,
Colombia,COL,2004,72.7,9211.279,,41648272,
Colombia,COL,2005,73.1,9524.723,,42220944,
Colombia,COL,2006,73.5,10039.683,,42772912,
Colombia,COL,2007,73.8,10602.305,,43306592,
Colombia,COL,2008,74.3,10846.737,,43815316,
Colombia,COL,2009,74.7,10894.103,,44313916,
Colombia,COL,2010,75,11191.687,,44816104,
Colombia,COL,2011,75.3,11788,,45308896,
Colombia,COL,2012,75.6,12123,,45782420,
Colombia,COL,2013,75.8,12568,,46237928,
Colombia,COL,2014,76,12972,,46677944,
Colombia,COL,2015,76.3,13218,,47119728,South America
Colombia,COL,2016,76.5,13326,,47625960,
Colombia,COL,2017,76.6,13358.032,,48351668,
Colombia,COL,2018,76.7,13545.05,,49276968,
Colombia,COL,2019,76.8,,,50187404,
Colombia,COL,2020,74.8,,,50930656,
Colombia,COL,2021,72.8,,,51516560,
Colombia,COL,1800,,942,,1206000,
Colombia,COL,1820,,850,,1230935,
Colombia,COL,1850,,784,,2090483,
Colombia,COL,1860,,913,,2643758,
Colombia,COL,1870,,1078,,2454190,
Colombia,COL,1871,,1082,,2469017,
Colombia,COL,1872,,1089,,2498474,
Colombia,COL,1873,,1093,,2542663,
Colombia,COL,1874,,1100,,2587634,
Colombia,COL,1875,,1105,,2633399,
Colombia,COL,1876,,1111,,2679973,
Colombia,COL,1877,,1116,,2727370,
Colombia,COL,1878,,1122,,2775606,
Colombia,COL,1879,,1127,,2824693,
Colombia,COL,1880,,1133,,2874649,
Colombia,COL,1881,,1138,,2925487,
Colombia,COL,1882,,1144,,2977224,
Colombia,COL,1883,,1149,,3029876,
Colombia,COL,1884,,1156,,3083458,
Colombia,COL,1885,,1162,,3137987,
Colombia,COL,1886,,1167,,3193480,
Colombia,COL,1887,,1160,,3249954,
Colombia,COL,1888,,1156,,3307426,
Colombia,COL,1889,,1149,,3365909,
Colombia,COL,1890,,1144,,3425421,
Colombia,COL,1891,,1138,,3485981,
Colombia,COL,1892,,1132,,3547606,
Colombia,COL,1893,,1127,,3610315,
Colombia,COL,1894,,1121,,3674132,
Colombia,COL,1895,,1116,,3739077,
Colombia,COL,1896,,1109,,3805169,
Colombia,COL,1897,,1105,,3872428,
Colombia,COL,1898,,1098,,3940876,
Colombia,COL,1899,,1093,,4013044,
Colombia,COL,1901,,1082,,4169022,
Colombia,COL,1902,,1078,,4253078,
Colombia,COL,1903,,1071,,4341351,
Colombia,COL,1904,,1066,,4431454,
Colombia,COL,1905,,1062,,4523427,
Colombia,COL,1906,,1070,,4617308,
Colombia,COL,1907,,1119,,4713137,
Colombia,COL,1908,,1160,,4810953,
Colombia,COL,1909,,1197,,4914696,
Colombia,COL,1911,,1278,,5140850,
Colombia,COL,1912,,1317,,5263723,
Colombia,COL,1913,,1347,,5393447,
Colombia,COL,1914,,1372,,5526368,
Colombia,COL,1915,,1407,,5662563,
Colombia,COL,1916,,1452,,5802114,
Colombia,COL,1917,,1482,,5945103,
Colombia,COL,1919,,1629,,6237076,
Colombia,COL,1921,,1769,,6544748,
Colombia,COL,1922,,1851,,6704732,
Colombia,COL,1923,,1930,,6868958,
Colombia,COL,1924,,2000,,7037207,
Colombia,COL,1925,,2000,,7209577,
Colombia,COL,1926,,2136,,7386169,
Colombia,COL,1927,,2270,,7567087,
Colombia,COL,1928,,2375,,7752436,
Colombia,COL,1929,,2399,,7926695,
Colombia,COL,1931,,2308,,8239907,
Colombia,COL,1932,,2409,,8377804,
Colombia,COL,1933,,2514,,8502496,
Colombia,COL,1934,,2432,,8629045,
Colombia,COL,1935,,2673,,8757477,
Colombia,COL,1936,,2780,,8887820,
Colombia,COL,1937,,2791,,9020104,
Colombia,COL,1939,,3037,,9307166,
Colombia,COL,1941,,2992,,9671152,
Colombia,COL,1942,,2920,,9883722,
Colombia,COL,1943,,2856,,10117640,
Colombia,COL,1945,,3027,,10602215,
Colombia,COL,1946,,3215,,10853137,
Colombia,COL,1947,,3255,,11109998,
Colombia,COL,1948,,3268,,11372938,
Colombia,COL,1949,,3359,,11663023,
Colombia,COL,-10000,,,,128828,
Colombia,COL,-9000,,,,161035,
Colombia,COL,-8000,,,,201293,
Colombia,COL,-7000,,,,251618,
Colombia,COL,-6000,,,,314522,
Colombia,COL,-5000,,,,393154,
Colombia,COL,-4000,,,,491443,
Colombia,COL,-3000,,,,614303,
Colombia,COL,-2000,,,,767885,
Colombia,COL,-1000,,,,959849,
Colombia,COL,0,,,,1199813,
Colombia,COL,100,,,,1278746,
Colombia,COL,200,,,,1362874,
Colombia,COL,300,,,,1452533,
Colombia,COL,400,,,,1548108,
Colombia,COL,500,,,,1649953,
Colombia,COL,600,,,,1758505,
Colombia,COL,700,,,,1874181,
Colombia,COL,800,,,,1997487,
Colombia,COL,900,,,,2197241,
Colombia,COL,1000,,,,2396987,
Colombia,COL,1100,,,,2716579,
Colombia,COL,1200,,,,3036184,
Colombia,COL,1300,,,,3355780,
Colombia,COL,1400,,,,3675356,
Colombia,COL,1500,,,,3994974,
Colombia,COL,1600,,,,1258416,
Colombia,COL,1700,,,,798992,
Colombia,COL,1710,,,,854925,
Colombia,COL,1720,,,,910849,
Colombia,COL,1730,,,,966786,
Colombia,COL,1740,,,,1022716,
Colombia,COL,1750,,,,1078640,
Colombia,COL,1760,,,,1134567,
Colombia,COL,1770,,,,1190507,
Colombia,COL,1780,,,,1246438,
Colombia,COL,1790,,,,1302362,
Colombia,COL,1801,,,,1206000,
Colombia,COL,1802,,,,1206000,
Colombia,COL,1803,,,,1206000,
Colombia,COL,1804,,,,1206000,
Colombia,COL,1805,,,,1206000,
Colombia,COL,1806,,,,1206000,
Colombia,COL,1807,,,,1206000,
Colombia,COL,1808,,,,1206000,
Colombia,COL,1809,,,,1206000,
Colombia,COL,1810,,,,1206000,
Colombia,COL,1811,,,,1206000,
Colombia,COL,1812,,,,1206000,
Colombia,COL,1813,,,,1206000,
Colombia,COL,1814,,,,1206000,
Colombia,COL,1815,,,,1206000,
Colombia,COL,1816,,,,1206000,
Colombia,COL,1817,,,,1206000,
Colombia,COL,1818,,,,1206000,
Colombia,COL,1819,,,,1214218,
Colombia,COL,1821,,,,1256439,
Colombia,COL,1822,,,,1291031,
Colombia,COL,1823,,,,1335020,
Colombia,COL,1824,,,,1380508,
Colombia,COL,1825,,,,1427545,
Colombia,COL,1826,,,,1476185,
Colombia,COL,1827,,,,1526483,
Colombia,COL,1828,,,,1578494,
Colombia,COL,1829,,,,1625412,
Colombia,COL,1830,,,,1666969,
Colombia,COL,1831,,,,1702888,
Colombia,COL,1832,,,,1732878,
Colombia,COL,1833,,,,1756641,
Colombia,COL,1834,,,,1780729,
Colombia,COL,1835,,,,1805148,
Colombia,COL,1836,,,,1829902,
Colombia,COL,1837,,,,1854995,
Colombia,COL,1838,,,,1880433,
Colombia,COL,1839,,,,1903501,
Colombia,COL,1840,,,,1924150,
Colombia,COL,1841,,,,1942328,
Colombia,COL,1842,,,,1957983,
Colombia,COL,1843,,,,1971062,
Colombia,COL,1844,,,,1984228,
Colombia,COL,1845,,,,1997482,
Colombia,COL,1846,,,,2010824,
Colombia,COL,1847,,,,2024256,
Colombia,COL,1848,,,,2037777,
Colombia,COL,1849,,,,2059759,
Colombia,COL,1851,,,,2131116,
Colombia,COL,1852,,,,2181121,
Colombia,COL,1853,,,,2240814,
Colombia,COL,1854,,,,2302142,
Colombia,COL,1855,,,,2365147,
Colombia,COL,1856,,,,2429876,
Colombia,COL,1857,,,,2496376,
Colombia,COL,1858,,,,2564696,
Colombia,COL,1859,,,,2613920,
Colombia,COL,1861,,,,2653907,
Colombia,COL,1862,,,,2644053,
Colombia,COL,1863,,,,2613871,
Colombia,COL,1864,,,,2584034,
Colombia,COL,1865,,,,2554537,
Colombia,COL,1866,,,,2525376,
Colombia,COL,1867,,,,2496547,
Colombia,COL,1868,,,,2468047,
Colombia,COL,1869,,,,2453899,
Comoros,COM,1950,36.5,534,,161823,
Comoros,COM,1951,33.4,553,,165156,
Comoros,COM,1952,37,559,,168309,
Comoros,COM,1953,37.3,571,,171618,
Comoros,COM,1954,37.6,590,,174814,
Comoros,COM,1955,38,596,,177891,
Comoros,COM,1956,38.3,606,,180871,
Comoros,COM,1957,38.7,615,,184077,
Comoros,COM,1958,39,618,,187652,
Comoros,COM,1959,39.3,639,,191256,
Comoros,COM,1960,39.7,679,,194864,
Comoros,COM,1961,40.1,671,,198633,
Comoros,COM,1962,40.6,714,,202538,
Comoros,COM,1963,40.9,846,,206557,
Comoros,COM,1964,41.2,888,,210672,
Comoros,COM,1965,41.7,870,,214948,
Comoros,COM,1966,42.1,937,,219377,
Comoros,COM,1967,42.8,952,,224329,
Comoros,COM,1968,43.5,928,,229985,
Comoros,COM,1969,44.2,918,,236017,
Comoros,COM,1970,44.9,961,,242362,
Comoros,COM,1971,45.6,974,,249072,
Comoros,COM,1972,46.3,966,,256196,
Comoros,COM,1973,46.9,1006,,263742,
Comoros,COM,1974,47.5,1004,,271724,
Comoros,COM,1975,46.6,1038,,280044,
Comoros,COM,1976,48.5,1009,,288819,
Comoros,COM,1977,49,966,,298166,
Comoros,COM,1978,49.7,964,,307947,
Comoros,COM,1979,50.3,1023,,318134,
Comoros,COM,1980,50.8,1065,,328336,
Comoros,COM,1981,51.3,1081,,337991,
Comoros,COM,1982,51.9,1124,,347063,
Comoros,COM,1983,52.3,1149,,356152,
Comoros,COM,1984,52.9,1168,,365671,
Comoros,COM,1985,53.5,1162,,375661,
Comoros,COM,1986,54,1157,,386072,
Comoros,COM,1987,54.4,1149,,396895,
Comoros,COM,1988,54.9,1152,,408068,
Comoros,COM,1989,55.2,1108,,419591,
Comoros,COM,1990,55.8,1092,,431128,
Comoros,COM,1991,56.2,1101.0035,,442286,
Comoros,COM,1992,56.7,1185.5142,,452997,
Comoros,COM,1993,57.3,1210.6353,,463325,
Comoros,COM,1994,57.7,1136.7435,,473485,
Comoros,COM,1995,58,1166.9368,,483767,
Comoros,COM,1996,58.3,1141.6016,,494289,
Comoros,COM,1997,58.4,1177.5825,,505041,
Comoros,COM,1998,58.4,1179.8441,,515974,
Comoros,COM,1999,58.8,1189.2567,,526450,
Comoros,COM,2000,58.8,1204.4023,,536762,
Comoros,COM,2001,59.2,1217.4991,,547757,
Comoros,COM,2002,59.1,1229.856,,559053,
Comoros,COM,2003,59.3,1240.0513,,570142,
Comoros,COM,2004,59.5,1247.2749,,581161,
Comoros,COM,2005,59.6,1265.6866,,592691,
Comoros,COM,2006,59.9,1388.0026,,604664,
Comoros,COM,2007,60.1,1382.5391,,616901,
Comoros,COM,2008,60.5,1419.3671,,629476,
Comoros,COM,2009,60.8,1455.2823,,642498,
Comoros,COM,2010,61.1,1432.5624,,656032,
Comoros,COM,2011,61.5,1479,,670081,
Comoros,COM,2012,61.8,1509,,684564,
Comoros,COM,2013,62.2,1619,,699397,
Comoros,COM,2014,62.5,1647,,714617,
Comoros,COM,2015,62.9,1696,,730221,Africa
Comoros,COM,2016,63.2,1702,,746239,
Comoros,COM,2017,63.6,1712.8394,,761672,
Comoros,COM,2018,63.9,1724.4207,,776322,
Comoros,COM,2019,64.1,,,790993,
Comoros,COM,2020,64.2,,,806168,
Comoros,COM,2021,63.4,,,821632,
Comoros,COM,900,,,,5000,
Comoros,COM,1000,,,,10000,
Comoros,COM,1100,,,,12000,
Comoros,COM,1200,,,,14000,
Comoros,COM,1300,,,,16000,
Comoros,COM,1400,,,,18000,
Comoros,COM,1500,,,,20000,
Comoros,COM,1600,,,,25000,
Comoros,COM,1700,,,,30000,
Comoros,COM,1710,,,,29849,
Comoros,COM,1720,,,,31981,
Comoros,COM,1730,,,,34265,
Comoros,COM,1740,,,,36713,
Comoros,COM,1750,,,,39335,
Comoros,COM,1760,,,,42145,
Comoros,COM,1770,,,,45156,
Comoros,COM,1780,,,,48381,
Comoros,COM,1790,,,,51837,
Comoros,COM,1800,,,,56346,
Comoros,COM,1801,,,,56346,
Comoros,COM,1802,,,,56346,
Comoros,COM,1803,,,,56346,
Comoros,COM,1804,,,,56346,
Comoros,COM,1805,,,,56346,
Comoros,COM,1806,,,,56346,
Comoros,COM,1807,,,,56346,
Comoros,COM,1808,,,,56346,
Comoros,COM,1809,,,,56346,
Comoros,COM,1810,,,,56346,
Comoros,COM,1811,,,,56346,
Comoros,COM,1812,,,,56346,
Comoros,COM,1813,,,,56346,
Comoros,COM,1814,,,,56346,
Comoros,COM,1815,,,,56346,
Comoros,COM,1816,,,,56346,
Comoros,COM,1817,,,,56346,
Comoros,COM,1818,,,,56346,
Comoros,COM,1819,,,,56370,
Comoros,COM,1820,,,,56417,
Comoros,COM,1821,,,,56488,
Comoros,COM,1822,,,,56583,
Comoros,COM,1823,,,,56701,
Comoros,COM,1824,,,,56820,
Comoros,COM,1825,,,,56939,
Comoros,COM,1826,,,,57059,
Comoros,COM,1827,,,,57178,
Comoros,COM,1828,,,,57298,
Comoros,COM,1829,,,,57418,
Comoros,COM,1830,,,,57539,
Comoros,COM,1831,,,,57659,
Comoros,COM,1832,,,,57780,
Comoros,COM,1833,,,,57902,
Comoros,COM,1834,,,,58023,
Comoros,COM,1835,,,,58145,
Comoros,COM,1836,,,,58266,
Comoros,COM,1837,,,,58389,
Comoros,COM,1838,,,,58511,
Comoros,COM,1839,,,,58634,
Comoros,COM,1840,,,,58757,
Comoros,COM,1841,,,,58880,
Comoros,COM,1842,,,,59003,
Comoros,COM,1843,,,,59127,
Comoros,COM,1844,,,,59251,
Comoros,COM,1845,,,,59375,
Comoros,COM,1846,,,,59500,
Comoros,COM,1847,,,,59624,
Comoros,COM,1848,,,,59749,
Comoros,COM,1849,,,,59919,
Comoros,COM,1850,,,,60133,
Comoros,COM,1851,,,,60453,
Comoros,COM,1852,,,,60819,
Comoros,COM,1853,,,,61232,
Comoros,COM,1854,,,,61647,
Comoros,COM,1855,,,,62065,
Comoros,COM,1856,,,,62486,
Comoros,COM,1857,,,,62910,
Comoros,COM,1858,,,,63336,
Comoros,COM,1859,,,,63765,
Comoros,COM,1860,,,,64198,
Comoros,COM,1861,,,,64633,
Comoros,COM,1862,,,,65071,
Comoros,COM,1863,,,,65511,
Comoros,COM,1864,,,,65955,
Comoros,COM,1865,,,,66402,
Comoros,COM,1866,,,,66851,
Comoros,COM,1867,,,,67304,
Comoros,COM,1868,,,,67760,
Comoros,COM,1869,,,,68218,
Comoros,COM,1870,,,,68680,
Comoros,COM,1871,,,,69145,
Comoros,COM,1872,,,,69612,
Comoros,COM,1873,,,,70083,
Comoros,COM,1874,,,,70557,
Comoros,COM,1875,,,,71034,
Comoros,COM,1876,,,,71515,
Comoros,COM,1877,,,,71998,
Comoros,COM,1878,,,,72485,
Comoros,COM,1879,,,,72975,
Comoros,COM,1880,,,,73468,
Comoros,COM,1881,,,,73964,
Comoros,COM,1882,,,,74464,
Comoros,COM,1883,,,,74967,
Comoros,COM,1884,,,,75473,
Comoros,COM,1885,,,,75983,
Comoros,COM,1886,,,,76496,
Comoros,COM,1887,,,,77012,
Comoros,COM,1888,,,,77532,
Comoros,COM,1889,,,,78055,
Comoros,COM,1890,,,,78582,
Comoros,COM,1891,,,,79112,
Comoros,COM,1892,,,,79646,
Comoros,COM,1893,,,,80183,
Comoros,COM,1894,,,,80724,
Comoros,COM,1895,,,,81268,
Comoros,COM,1896,,,,81816,
Comoros,COM,1897,,,,82367,
Comoros,COM,1898,,,,82923,
Comoros,COM,1899,,,,83729,
Comoros,COM,1900,,,,84792,
Comoros,COM,1901,,,,86121,
Comoros,COM,1902,,,,87723,
Comoros,COM,1903,,,,89606,
Comoros,COM,1904,,,,91529,
Comoros,COM,1905,,,,93493,
Comoros,COM,1906,,,,95499,
Comoros,COM,1907,,,,97548,
Comoros,COM,1908,,,,99641,
Comoros,COM,1909,,,,101778,
Comoros,COM,1910,,,,103962,
Comoros,COM,1911,,,,106192,
Comoros,COM,1912,,,,108470,
Comoros,COM,1913,,,,110797,
Comoros,COM,1914,,,,113173,
Comoros,COM,1915,,,,115601,
Comoros,COM,1916,,,,118080,
Comoros,COM,1917,,,,120612,
Comoros,COM,1918,,,,123083,
Comoros,COM,1919,,,,125259,
Comoros,COM,1920,,,,127132,
Comoros,COM,1921,,,,128694,
Comoros,COM,1922,,,,129937,
Comoros,COM,1923,,,,130850,
Comoros,COM,1924,,,,131769,
Comoros,COM,1925,,,,132696,
Comoros,COM,1926,,,,133628,
Comoros,COM,1927,,,,134567,
Comoros,COM,1928,,,,135513,
Comoros,COM,1929,,,,136465,
Comoros,COM,1930,,,,137424,
Comoros,COM,1931,,,,138390,
Comoros,COM,1932,,,,139363,
Comoros,COM,1933,,,,140342,
Comoros,COM,1934,,,,141329,
Comoros,COM,1935,,,,142322,
Comoros,COM,1936,,,,143322,
Comoros,COM,1937,,,,144330,
Comoros,COM,1938,,,,145344,
Comoros,COM,1939,,,,146365,
Comoros,COM,1940,,,,147394,
Comoros,COM,1941,,,,148430,
Comoros,COM,1942,,,,149473,
